task,instance_id,condition,gold_answer,bertscore_f1,bt_bertscore,gpt_orig_answer,gpt_para_answer,gpt_orig_logprob,gpt_para_logprob,llama_orig_answer,llama_para_answer,gemma_orig_answer,gemma_para_answer,gpt_consistent,gpt_orig_correct,gpt_para_correct,gpt_semantic_drift,llama_consistent,llama_orig_correct,llama_para_correct,llama_semantic_drift,gemma_consistent,gemma_orig_correct,gemma_para_correct,gemma_semantic_drift,gpt_logprob_gap
boolq,458,voice,1,0.921656608581543,0.9060250520706176,True,True,-0.008475339,-0.0003124632,"True. The passage states that wherever a gene exists on a DNA molecule, one strand is the coding strand (or sense strand) and the other is the noncoding strand (also called the antisense strand, anticoding strand, template strand or trans","True. The passage states that wherever a gene exists on a DNA molecule, one strand is the coding strand (or sense strand) and the other is the noncoding strand (also called the antisense strand, anticoding strand, template strand or trans","False. The passage states that ""wherever a gene exists on a DNA molecule, one strand is the coding strand (or sense strand) and the other is the noncoding strand (also called the antisense strand)."" This means that both strands","False. The passage states that where a gene exists on a DNA molecule, one strand is the coding strand (sense strand) and the other is the noncoding strand (antisense strand). Therefore, it is not important which DNA strand is transcribed",True,True,True,0.0,True,False,False,0.0,False,False,False,0.05084318,-0.0081628758
boolq,458,formality,1,0.9310383200645448,0.9168964624404908,True,True,-0.008475339,-0.0048659574,"True. The passage states that wherever a gene exists on a DNA molecule, one strand is the coding strand (or sense strand) and the other is the noncoding strand (also called the antisense strand, anticoding strand, template strand or trans","True. The passage states that wherever a gene exists on a DNA molecule, one strand is the coding strand (or sense strand) and the other is the noncoding strand (also called the antisense strand, anticoding strand, template strand or trans","False. The passage states that ""wherever a gene exists on a DNA molecule, one strand is the coding strand (or sense strand) and the other is the noncoding strand (also called the antisense strand)."" This means that both strands","False. The passage states that ""wherever a gene exists on a DNA molecule, one strand is the coding strand (or sense strand), and the other is the noncoding strand (also called the antisense strand, anticoding strand, template strand",True,True,True,0.0,True,False,False,0.0,False,False,False,0.03872323,-0.0036093816000000003
boolq,1486,lexical,1,0.9416723251342772,0.9116238951683044,True,True,-0.017327705,-0.042422026,"False. While both flash drives and memory sticks are types of portable storage devices that use flash memory technology, they have some differences in their design and usage.","False. While both flash drives and memory sticks are types of portable storage devices that use flash memory technology, they have some differences in their design and usage. Flash drives typically come in smaller sizes and are more commonly used for general-purpose data storage, while","False. While both are types of USB drives, they serve different purposes. A USB flash drive is used for storing data on removable storage devices, while a memory stick is used for storing data in a non-volatile memory format. They are not the","False. While both are types of storage devices that store digital information, they have different functions and purposes:",True,True,True,0.0,False,False,False,0.03485197,False,False,False,0.08234984,0.025094321000000003
boolq,1486,syntactic,1,0.9450796842575072,0.9027124643325806,True,True,-0.01581357,-0.009827865,"False. While both flash drives and memory sticks are types of portable storage devices that use flash memory technology, they have some differences in their design and usage.","False. The passage states that ""flash drive"" and ""memory stick"" are not to be confused with each other, so they cannot both refer to the same thing. Therefore, it's not accurate to say that a flash drive is the same as","False. While both are types of USB drives, they serve different purposes. A USB flash drive is used for storing data on removable storage devices, while a memory stick is used for storing data in a non-volatile memory format. They are not the","True. The passage states that a USB flash drive is ""a data storage device"" and mentions it's often used for storing files. It further specifies that it can store up to 1 GB of data. This aligns with the definition of a",True,True,True,0.0,False,False,False,0.1234957,False,False,True,0.109292686,-0.005985704999999999
boolq,1486,voice,1,0.94729745388031,0.9116238951683044,True,True,-0.025446126,-0.0049066353,"False. While both flash drives and memory sticks are types of portable storage devices that use flash memory technology, they have some differences in their design and usage.","False. While both flash drives and memory sticks are types of portable storage devices that use flash memory technology, they have some differences in their design and usage. Flash drives typically come in smaller sizes and are more commonly used for general-purpose data storage, while","False. While both are types of USB drives, they serve different purposes. A USB flash drive is used for storing data on removable storage devices, while a memory stick is used for storing data in a non-volatile memory format. They are not the","False. While both are types of USB drives, they are not the same thing. A flash drive is a type of storage device that stores digital information in an electronic form, while a memory stick is a type of storage device used for storing data in",True,True,True,0.0,False,False,False,0.03485197,False,False,False,0.058382988,-0.0205394907
boolq,1486,formality,1,0.94729745388031,0.9116238951683044,True,True,-0.025446126,-0.0039090808,"False. While both flash drives and memory sticks are types of portable storage devices that use flash memory technology, they have some differences in their design and usage.","False. While both flash drives and memory sticks are types of portable storage devices that use flash memory technology, they have some differences in their design and usage. Flash drives typically come in smaller sizes and are more commonly used for general-purpose data storage, while","False. While both are types of USB drives, they serve different purposes. A USB flash drive is used for storing data on removable storage devices, while a memory stick is used for storing data in a non-volatile memory format. They are not the","False. While both are types of USB drives, they are not the same thing. A flash drive is a type of storage device that stores digital information in an electronic form, while a memory stick is a type of storage device used for storing data in",True,True,True,0.0,False,False,False,0.03485197,False,False,False,0.058382988,-0.0215370452
boolq,1259,lexical,1,0.9782888889312744,0.9275537133216858,True,True,-0.0055415668,-0.004627003,True,True,False,False,True,True,True,0.0,True,True,True,-3.5762787e-07,True,False,False,1.0728836e-06,-0.0009145637999999996
boolq,1259,syntactic,1,0.9128153920173644,0.9128154516220092,True,True,-0.0071840533,-0.0041141384,True,True,False,False,True,True,True,0.0,True,True,True,-3.5762787e-07,True,False,False,1.0728836e-06,-0.0030699149
boolq,1259,voice,1,0.9090002179145812,0.9199417233467102,True,True,-0.0055415668,-0.003801027,True,True,False,False,True,True,True,0.0,True,True,True,-3.5762787e-07,True,False,False,1.0728836e-06,-0.0017405398
boolq,1259,formality,1,0.924350082874298,0.9200072884559632,True,True,-0.0055415668,-0.0021145737,True,True,False,False,True,True,True,0.0,True,True,True,-3.5762787e-07,True,False,False,1.0728836e-06,-0.0034269930999999997
boolq,980,lexical,0,0.9521795511245728,0.9586373567581176,True,False,-0.22640891,-0.16361089,False,False,False,False,False,False,True,0.034501195,True,True,True,9.536743e-07,True,True,True,1.0728836e-06,-0.06279801999999998
boolq,980,syntactic,0,0.9691682457923888,0.9586373567581176,True,True,-0.32082954,-0.55257994,False,False,False,False,True,False,False,0.0,True,True,True,9.536743e-07,True,True,True,1.0728836e-06,0.23175039999999997
boolq,980,voice,0,0.9691682457923888,0.9586373567581176,True,True,-0.22640891,-0.55257994,False,False,False,False,True,False,False,0.0,True,True,True,9.536743e-07,True,True,True,1.0728836e-06,0.32617103000000003
boolq,980,formality,0,0.9691682457923888,0.9586373567581176,True,True,-0.22640891,-0.55257994,False,False,False,False,True,False,False,0.0,True,True,True,9.536743e-07,True,True,True,1.0728836e-06,0.32617103000000003
boolq,237,lexical,1,0.962585151195526,0.9341806173324584,True,True,-0.001220821,-0.03601402,False,False,False,False,True,True,True,0.0,True,False,False,9.536743e-07,True,False,False,1.0728836e-06,0.034793199000000004
boolq,237,syntactic,1,0.86187744140625,0.86187744140625,True,True,-0.001220821,-0.00062904065,False,False,False,False,True,True,True,0.0,True,False,False,9.536743e-07,True,False,False,1.0728836e-06,-0.00059178035
boolq,237,voice,1,0.863718569278717,0.863718569278717,True,True,-0.0044124327,-0.00026813045,False,False,False,False,True,True,True,0.0,True,False,False,9.536743e-07,True,False,False,1.0728836e-06,-0.00414430225
boolq,237,formality,1,0.8604401350021362,0.8604401350021362,True,True,-0.0044124327,-0.00073589303,False,False,False,False.,True,True,True,0.0,True,False,False,9.536743e-07,False,False,False,0.04428804,-0.00367653967
boolq,986,lexical,1,0.9740540385246276,0.9156853556632996,True,True,-0.0006375005,-0.00081415486,True,True,True,True,True,True,True,0.0,True,True,True,-3.5762787e-07,True,True,True,-2.3841858e-07,0.00017665436000000002
boolq,986,syntactic,1,0.9206058979034424,0.9170398712158204,True,True,-0.0005343251,-0.00019185843,True,True,True,True,True,True,True,0.0,True,True,True,-3.5762787e-07,True,True,True,-2.3841858e-07,-0.00034246667
boolq,986,voice,1,0.9123443961143494,0.9136359095573424,True,True,-0.0009739941,-0.0002550217,True,True,True,True,True,True,True,0.0,True,True,True,-3.5762787e-07,True,True,True,-2.3841858e-07,-0.0007189723999999999
boolq,986,formality,1,0.9165417551994324,0.9165417551994324,True,True,-0.0009739941,-0.00021796036,True,True,True,True,True,True,True,0.0,True,True,True,-3.5762787e-07,True,True,True,-2.3841858e-07,-0.00075603374
boolq,2323,lexical,1,0.9477487802505492,0.9477487802505492,False,False,-0.010951016,-0.10502278,True,True,True,True,True,False,False,0.0,True,True,True,-3.5762787e-07,True,True,True,-2.3841858e-07,0.094071764
boolq,2323,syntactic,1,0.9534350633621216,0.9534350633621216,False,False,-0.009867413,-0.01263537,True,True,True,True,True,False,False,0.0,True,True,True,-3.5762787e-07,True,True,True,-2.3841858e-07,0.0027679569999999997
boolq,2323,voice,1,0.9534350633621216,0.9534350633621216,False,False,-0.011707247,-0.020936318,True,True,True,True,True,False,False,0.0,True,True,True,-3.5762787e-07,True,True,True,-2.3841858e-07,0.009229070999999998
boolq,2323,formality,1,0.9534350633621216,0.9534350633621216,False,False,-0.010471948,-0.024195213,True,True,True,True,True,False,False,0.0,True,True,True,-3.5762787e-07,True,True,True,-2.3841858e-07,0.013723265
boolq,322,lexical,1,0.9318483471870422,0.9033993482589722,True,False,-0.00041351124,-0.05456108,"True. Based on the passage provided, ""Song of Songs"" refers to both ""The Song of Songs,"" which is also called ""Song of Solomon"" or ""Canticles."" Therefore, it can be concluded that ""Song of Songs"" is","False. The passage mentions ""The Song of Songs"" but does not explicitly state that it refers to the same song as ""Melody of Solomon."" While they are related concepts, there is no direct evidence in the given text to support this claim.","False. While ""Song of Songs"" refers to the entire collection of 15 books that make up the Megillat Esther, it does not refer to just the first five books. Therefore, ""Song of Solomon"" is not the same as","False. The passage states that ""The Song of Songs"" is a song, not a melody. Therefore, it cannot be considered to have the same melody as other songs. However, this does not mean that the melody of Solomon's song is different",False,True,False,0.034501195,False,False,False,0.10684508,False,True,False,0.11607802,0.05414756876
boolq,322,syntactic,1,0.9127533435821532,0.9109426140785216,True,True,-0.0004104156,-0.00431618,"True. Based on the passage provided, ""Song of Songs"" refers to both ""The Song of Songs,"" which is also called ""Song of Solomon"" or ""Canticles."" Therefore, it can be concluded that ""Song of Songs"" is","False. The Song of Songs, also known as the Song of Solomon or Canticles, is not identical to the Song of Songs mentioned in the passage. While they share similar names, they are distinct works within the Hebrew Bible. The Song of Songs","False. While ""Song of Songs"" refers to the entire collection of 15 books that make up the Megillat Esther, it does not refer to just the first five books. Therefore, ""Song of Solomon"" is not the same as","False. The passage states that ""The Song of Songs, also Song of Solomon or Canticles"" refers to the Megillah scroll, which is part of the Tanakh. It does not refer to the song of songs, which is a collection",True,True,True,0.0,False,False,False,0.10675526,False,True,False,0.10740429,0.0039057644
boolq,322,voice,1,0.914113998413086,0.907182514667511,True,True,-0.0004620088,-0.00022666223,"True. Based on the passage provided, ""Song of Songs"" refers to both ""The Song of Songs,"" which is also called ""Song of Solomon"" or ""Canticles."" Therefore, it can be concluded that ""Song of Songs"" is","True. Based on the passage, it states that ""The Song of Songs"" is also called ""Song of Solomon"" or ""Canticles,"" so they are indeed the same work. Therefore, the answer to whether Song of Solomon is the same","False. While ""Song of Songs"" refers to the entire collection of 15 books that make up the Megillat Esther, it does not refer to just the first five books. Therefore, ""Song of Solomon"" is not the same as","True. The passage states that ""The Song of Songs, also Song of Solomon or Canticles"" refers to the Megillah scroll, which is part of the Tanakh. It then goes on to explain that this scroll contains the entire text of",True,True,True,0.0,False,False,False,0.06751627,False,True,False,0.1200881,-0.00023534656999999996
boolq,322,formality,1,0.914113998413086,0.907182514667511,True,True,-0.00041291525,-0.00031329764,"True. Based on the passage provided, ""Song of Songs"" refers to both ""The Song of Songs,"" which is also called ""Song of Solomon"" or ""Canticles."" Therefore, it can be concluded that ""Song of Songs"" is","True. Based on the passage, it states that ""The Song of Songs"" is also called ""Song of Solomon"" or ""Canticles,"" so they are indeed the same work. Therefore, the answer to whether Song of Solomon is the same","False. While ""Song of Songs"" refers to the entire collection of 15 books that make up the Megillat Esther, it does not refer to just the first five books. Therefore, ""Song of Solomon"" is not the same as","True. The passage states that ""The Song of Songs, also Song of Solomon or Canticles"" refers to the Megillah scroll, which is part of the Tanakh. It then goes on to explain that this scroll contains the entire text of",True,True,True,0.0,False,False,False,0.06751627,False,True,False,0.1200881,-9.961760999999998e-05
boolq,350,lexical,0,0.9075959324836732,0.9018836617469788,True,True,-0.021459768,-0.01955327,"True. The passage states that Robert Westbrook adapted the screenplay to novel form, implying that the movie ""Insomnia"" was based on a book. Therefore, the answer is true.","True. The passage states that Robert Westbrook adapted the screenplay to novel form, indicating that the film ""Insomnia"" originated from a novel. Therefore, the correct answer is True.","True. The passage states that Robert Westbrook adapted the screenplay for a novel form and it was published by Alex in May 2002. This clearly indicates that the movie ""Insomnia"" was indeed based on a book. Therefore, the statement","True. The passage states that Robert Westbrook adapted the screenplay for a novel form and it was published by Alex in May 2002. This clearly indicates that the film ""Insomnia"" originated from a novel. Therefore, the statement is true",True,False,False,0.0,False,False,False,0.01837182,False,True,True,0.018864274,-0.0019064979999999995
boolq,350,syntactic,0,0.9274691343307496,0.9220948219299316,True,True,-0.021459768,-0.0053324206,"True. The passage states that Robert Westbrook adapted the screenplay to novel form, implying that the movie ""Insomnia"" was based on a book. Therefore, the answer is true.","False. The passage states that Robert Westbrook adapted the screenplay to novel form, not that it was based on a book. Therefore, the correct answer is False.","True. The passage states that Robert Westbrook adapted the screenplay for a novel form and it was published by Alex in May 2002. This clearly indicates that the movie ""Insomnia"" was indeed based on a book. Therefore, the statement",True,True,False,False,0.0,False,False,False,0.038937747,False,True,False,0.17106128,-0.0161273474
boolq,350,voice,0,0.9066864252090454,0.8890912532806396,True,True,-0.021459768,-0.011392276,"True. The passage states that Robert Westbrook adapted the screenplay to novel form, implying that the movie ""Insomnia"" was based on a book. Therefore, the answer is true.","True. The passage states that Robert Westbrook adapted the screenplay to novel form and that this novel was published by Alex in May 2002. Therefore, it can be concluded that ""Insomnia"" is based on a book. Answer: False","True. The passage states that Robert Westbrook adapted the screenplay for a novel form and it was published by Alex in May 2002. This clearly indicates that the movie ""Insomnia"" was indeed based on a book. Therefore, the statement","True. The passage states that Robert Westbrook adapted the screenplay for a novel form and it was published by Alex in May 2002. This clearly indicates that a book was indeed the basis for the film ""Insomnia"" (insomnia is",True,False,False,0.0,False,False,True,0.054501653,False,True,True,0.029078484,-0.010067492
boolq,350,formality,0,0.9010045528411864,0.8993785977363586,True,True,-0.021459768,-0.0067688953,"True. The passage states that Robert Westbrook adapted the screenplay to novel form, implying that the movie ""Insomnia"" was based on a book. Therefore, the answer is true.","False. The passage states that Robert Westbrook adapted the screenplay to novel form, but it does not mention anything about the movie ""Insomnia"" coming from a book. Therefore, we cannot conclude that the movie came from a book based solely on this information","True. The passage states that Robert Westbrook adapted the screenplay for a novel form and it was published by Alex in May 2002. This clearly indicates that the movie ""Insomnia"" was indeed based on a book. Therefore, the statement","False. The passage states that Robert Westbrook adapted the screenplay for a novel form and it was published by Alex in May 2002. Therefore, Insomnia did not come from a book but rather from a screenplay adaptation.",True,False,False,0.0,False,False,False,0.055107415,False,True,True,0.04781562,-0.0146908727
boolq,2997,lexical,1,0.947496771812439,0.9541130065917968,True,True,-0.0025147777,-0.0010284042,True,True,False,"False. While squares do indeed have right angles, they are not required to have them. They could have any number of angles, including 45 degrees, 60 degrees, or even 90 degrees if their sides were not all equal",True,True,True,0.0,True,True,True,-3.5762787e-07,False,False,False,0.16676998,-0.0014863735
boolq,2997,syntactic,1,0.9541130065917968,0.9541130065917968,True,True,-0.0025147777,-0.0012110684,True,True,False,"False. While squares do indeed have right angles, they are not required to have them. They could have any angle size, including 45 degrees, 60 degrees, or even 90 degrees. The definition of a square does not",True,True,True,0.0,True,True,True,-3.5762787e-07,False,False,False,0.16651124,-0.0013037093
boolq,2997,voice,1,0.9700074195861816,0.9739561080932616,True,True,-0.0025147777,-0.0020687794,True,True,False,"False. According to the definition given in the passage, a square does not necessarily require right angles. The passage states that a square is a ""regular quadrilateral"" meaning it has four equal sides and four equal angles, but it does not specify that",True,True,True,0.0,True,True,True,-3.5762787e-07,False,False,False,0.17312026,-0.00044599830000000007
boolq,2997,formality,1,0.9700074195861816,0.9739561080932616,True,True,-0.0025147777,-0.0020687794,True,True,False,"False. According to the definition given in the passage, a square does not necessarily require right angles. The passage states that a square is a ""regular quadrilateral"" meaning it has four equal sides and four equal angles, but it does not specify that",True,True,True,0.0,True,True,True,-3.5762787e-07,False,False,False,0.17312026,-0.00044599830000000007
boolq,1990,lexical,0,0.9532300233840942,0.953230082988739,False,False,-0.046330202,-0.61236733,True,True,True,"True. The passage states that ""This theory has been cited in western cultures as one of the reasons the engagement ring and/or wedding ring was placed on the fourth finger of the left hand."" Therefore, it can be concluded that the ring finger does indeed",True,True,True,0.0,True,False,False,-3.5762787e-07,False,False,False,0.17906958,0.566037128
boolq,1990,syntactic,0,0.9576534628868104,0.9576535820961,False,False,-0.09722295,-0.075103864,True,True,True,"True. The passage states that ""This theory has been cited in western cultures as one of the reasons the engagement ring and/or wedding ring was placed on the fourth finger of the left hand."" Therefore, the ring finger is indeed connected to the heart according",True,True,True,0.0,True,False,False,-3.5762787e-07,False,False,False,0.17673117,-0.022119085999999996
boolq,1990,voice,0,0.9588190317153932,0.9588190317153932,False,False,-0.09722295,-0.1280517,True,True,True,"True. The passage states that ""This theory has been cited in western cultures as one of the reasons the engagement ring and/or wedding ring was placed on the fourth finger of the left hand."" Therefore, it can be concluded that the ring finger (which",True,True,True,0.0,True,False,False,-3.5762787e-07,False,False,False,0.18280703,0.030828749999999988
boolq,1990,formality,0,0.9531076550483704,0.9524589776992798,False,False,-0.0820545,-0.0018640223,True,True,True,"True. The passage states that ""This theory has been cited in western cultures as one of the reasons the engagement ring and/or wedding ring was placed on the fourth finger of the left hand."" Therefore, it can be concluded that the ring finger does indeed",True,True,True,0.0,True,False,False,-3.5762787e-07,False,False,False,0.17906958,-0.0801904777
boolq,283,lexical,1,0.9619303941726683,0.9690092206001282,False,False,-0.06048728,-0.01928121,False,False,True,True,True,False,False,0.0,True,False,False,9.536743e-07,True,True,True,-2.3841858e-07,-0.04120607
boolq,283,syntactic,1,0.9573140740394592,0.9470181465148926,False,False,-0.06048728,-0.028484246,False,False,True,True,True,False,False,0.0,True,False,False,9.536743e-07,True,True,True,-2.3841858e-07,-0.032003034
boolq,283,voice,1,0.9539313316345216,0.9364511966705322,False,False,-0.06048728,-0.18717493,False,False,True,True,True,False,False,0.0,True,False,False,9.536743e-07,True,True,True,-2.3841858e-07,0.12668764999999998
boolq,283,formality,1,0.9645443558692932,0.9645443558692932,False,False,-0.06048728,-0.04412218,False,False,True,True,True,False,False,0.0,True,False,False,9.536743e-07,True,True,True,-2.3841858e-07,-0.0163651
boolq,3115,lexical,1,0.9690607786178588,0.934944987297058,True,True,-0.004887416,-0.00967747,"False. According to the passage, the citizenship law of the Czech Republic is based on the principles of jus sanguinis or ""right by blood."" This means that descent from a Czech parent is the primary method of acquiring Czech citizenship, along with natural","False. According to the passage, the citizenship law of the Czech Republic is based on the principles of jus sanguinis or ""right by blood."" This means that descent from a Czech parent is the primary method of acquiring Czech citizenship, along with natural","False. According to the information provided in the passage, the citizenship laws of the Czech Republic are based on the principle of jus sanguinis, which means that descent from a Czech parent is the primary method of acquiring Czech citizenship. Therefore, it is","False. According to the information provided in the passage, it is not possible for someone to possess dual nationality in both the United States and the Czech Republic simultaneously. The passage states that ""The citizenship law of the Czech Republic is based on the principles of",True,True,True,0.0,True,False,False,0.0,False,False,False,0.09753007,0.004790054
boolq,3115,syntactic,1,0.9338947534561156,0.9305294156074524,True,True,-0.004887416,-0.0022870451,"False. According to the passage, the citizenship law of the Czech Republic is based on the principles of jus sanguinis or ""right by blood."" This means that descent from a Czech parent is the primary method of acquiring Czech citizenship, along with natural","False. Based on the information provided in the passage, one cannot acquire Czech citizenship solely through birth on Czech soil without a Czech parent. Therefore, it would not be possible for you to have dual citizenship in both the United States and the Czech Republic under","False. According to the information provided in the passage, the citizenship laws of the Czech Republic are based on the principle of jus sanguinis, which means that descent from a Czech parent is the primary method of acquiring Czech citizenship. Therefore, it is","False. According to the information provided in the passage, the citizenship laws of the Czech Republic are based on the principle of jus sanguinis, which means that descent from a Czech parent is the primary method of acquiring Czech citizenship. Therefore, it is",True,True,True,0.0,False,False,False,0.12574977,True,False,False,-1.1920929e-07,-0.0026003709
boolq,3115,voice,1,0.9210718870162964,0.9193687438964844,True,True,-0.004887416,-0.050744195,"False. According to the passage, the citizenship law of the Czech Republic is based on the principles of jus sanguinis or ""right by blood."" This means that descent from a Czech parent is the primary method of acquiring Czech citizenship, along with natural","False. Dual citizenship is not allowed in both countries. To be eligible for Czech citizenship, one must either have Czech parents or be born on Czech soil. However, it's important to note that this information may change over time as laws can evolve.","False. According to the information provided in the passage, the citizenship laws of the Czech Republic are based on the principle of jus sanguinis, which means that descent from a Czech parent is the primary method of acquiring Czech citizenship. Therefore, it is","False. Dual citizenship is not allowed in the United States and the Czech Republic. According to the information provided in the passage, dual citizenship is not permitted in either country due to the principle of jus sanguinis, which states that descent from a Czech",True,True,True,0.0,False,False,False,0.1322586,False,False,False,0.070850074,0.045856779
boolq,3115,formality,1,0.9305294156074524,0.9305294156074524,True,True,-0.0058843526,-0.0023591176,"False. According to the passage, the citizenship law of the Czech Republic is based on the principles of jus sanguinis or ""right by blood."" This means that descent from a Czech parent is the primary method of acquiring Czech citizenship, along with natural","False. Based on the information provided in the passage, one cannot acquire Czech citizenship solely through birth on Czech soil without a Czech parent. Therefore, it would not be possible for you to hold dual citizenship in both the United States and the Czech Republic under","False. According to the information provided in the passage, the citizenship laws of the Czech Republic are based on the principle of jus sanguinis, which means that descent from a Czech parent is the primary method of acquiring Czech citizenship. Therefore, it is","False. According to the information provided in the passage, the citizenship laws of the Czech Republic are based on the principle of jus sanguinis, which means that descent from a Czech parent is the primary method of acquiring Czech citizenship. Therefore, it is",True,True,True,0.0,False,False,False,0.12657517,True,False,False,-1.1920929e-07,-0.003525235
boolq,2181,lexical,1,0.9404788017272948,0.9454182982444764,True,True,-0.002879057,-0.00029410952,True,False,False,True,True,True,True,0.0,False,True,False,0.034501195,False,False,True,0.034501314,-0.00258494748
boolq,2181,syntactic,1,0.946609914302826,0.9454182982444764,True,True,-0.0024041932,-0.0015222414,True,True,False,True.,True,True,True,0.0,True,True,True,-3.5762787e-07,False,False,False,0.052660167,-0.0008819517999999998
boolq,2181,voice,1,0.9585365056991576,0.9206988215446472,True,True,-0.0012915473,-0.00020842774,True,False,False,True,True,True,True,0.0,False,True,False,0.034501195,False,False,True,0.034501314,-0.00108311956
boolq,2181,formality,1,0.946609914302826,0.9454182982444764,True,True,-0.0024041932,-0.0013622589,True,True,False,True.,True,True,True,0.0,True,True,True,-3.5762787e-07,False,False,False,0.052660167,-0.0010419342999999999
boolq,3136,lexical,1,0.8947925567626953,0.8849998712539673,True,True,-0.0008859686,-0.0004614128,True,True,True,True,True,True,True,0.0,True,True,True,-3.5762787e-07,True,True,True,-2.3841858e-07,-0.00042455579999999996
boolq,3136,syntactic,1,0.9190449714660645,0.9072089195251464,True,True,-0.0008859686,-0.00013536324,True,True,True,True,True,True,True,0.0,True,True,True,-3.5762787e-07,True,True,True,-2.3841858e-07,-0.00075060536
boolq,3136,voice,1,0.934302806854248,0.931462585926056,True,True,-0.0008859686,-0.00013727049,True,True,True,True,True,True,True,0.0,True,True,True,-3.5762787e-07,True,True,True,-2.3841858e-07,-0.00074869811
boolq,3136,formality,1,0.934302806854248,0.931462585926056,True,True,-0.0008859686,-0.00016897499,True,True,True,True,True,True,True,0.0,True,True,True,-3.5762787e-07,True,True,True,-2.3841858e-07,-0.00071699361
boolq,515,lexical,0,0.9547575116157532,0.9670126438140868,False,False,-0.008158849,-0.00095290976,False,False,False,False,True,True,True,0.0,True,True,True,9.536743e-07,True,True,True,1.0728836e-06,-0.007205939239999999
boolq,515,syntactic,0,0.9510869383811952,0.9510869383811952,False,False,-0.008158849,-0.0016087667,False,False,False,False,True,True,True,0.0,True,True,True,9.536743e-07,True,True,True,1.0728836e-06,-0.006550082299999999
boolq,515,voice,0,0.965912103652954,0.9670126438140868,False,False,-0.008158849,-0.0010966419,False,False,False,False,True,True,True,0.0,True,True,True,9.536743e-07,True,True,True,1.0728836e-06,-0.007062207099999999
boolq,515,formality,0,0.965912103652954,0.9670126438140868,False,False,-0.020471,-0.0010966419,False,False,False,False,True,True,True,0.0,True,True,True,9.536743e-07,True,True,True,1.0728836e-06,-0.0193743581
boolq,525,lexical,0,0.9475666284561156,0.94599586725235,False,False,-0.0006769312,-0.0044263205,False,False,False,False,True,True,True,0.0,True,True,True,9.536743e-07,True,True,True,1.0728836e-06,0.0037493892999999998
boolq,525,syntactic,0,0.9280244708061218,0.94599586725235,False,False,-0.000908245,-0.00015812746,False,False,False,False,True,True,True,0.0,True,True,True,9.536743e-07,True,True,True,1.0728836e-06,-0.00075011754
boolq,525,voice,0,0.9334216713905334,0.9334217309951782,False,False,-0.000908245,-0.00018577903,False,False,False,False,True,True,True,0.0,True,True,True,9.536743e-07,True,True,True,1.0728836e-06,-0.0007224659700000001
boolq,525,formality,0,0.94599586725235,0.94599586725235,False,False,-0.00065834646,-0.00019340808,False,False,False,False,True,True,True,0.0,True,True,True,9.536743e-07,True,True,True,1.0728836e-06,-0.00046493837999999997
boolq,2702,lexical,0,0.989307463169098,0.949267029762268,False,True,-0.037551913,-0.559421,False,False,True,True,False,True,False,0.034501195,True,True,True,9.536743e-07,True,False,False,-2.3841858e-07,0.5218690869999999
boolq,2702,syntactic,0,0.9516705274581908,0.9577147364616394,False,False,-0.075503655,-0.09574952,False,False,True,False,True,True,True,0.0,True,True,True,9.536743e-07,False,False,True,0.034501314,0.020245865000000002
boolq,2702,voice,0,0.9577147364616394,0.9577147364616394,False,False,-0.037551913,-0.10047278,False,False,True,False,True,True,True,0.0,True,True,True,9.536743e-07,False,False,True,0.034501314,0.06292086699999999
boolq,2702,formality,0,0.949267029762268,0.949267029762268,False,True,-0.075503655,-0.1837509,False,False,True,False,False,True,False,0.034501195,True,True,True,9.536743e-07,False,False,True,0.034501314,0.10824724499999999
boolq,1946,lexical,0,0.9695263504981996,0.9613233208656312,False,False,-0.0024108503,-0.00063106715,False,False,False,False. The passage states that smoking is prohibited on domestic U.S. airliners and that it was banned starting from 1988. It also mentions that all planes were smoke-free by the end of the 1990s.,True,True,True,0.0,True,True,True,9.536743e-07,False,True,True,0.15630645,-0.0017797831500000001
boolq,1946,syntactic,0,0.9400837421417236,0.928280770778656,False,False,-0.0024171572,-0.0014684382,False,False,False,False,True,True,True,0.0,True,True,True,9.536743e-07,True,True,True,1.0728836e-06,-0.0009487190000000002
boolq,1946,voice,0,0.9391325116157532,0.921943187713623,False,False,-0.0018147636,-0.00095195614,False,False,False,False.,True,True,True,0.0,True,True,True,9.536743e-07,False,True,False,0.04428804,-0.00086280746
boolq,1946,formality,0,0.9566382169723512,0.9566382169723512,False,False,-0.00318354,-0.0006500059,False,False,False,False. The passage states that smoking is prohibited on domestic U.S. airliners and that it was banned starting from 2003. It also mentions that smoking was completely smoke-free by the end of the 1990s.,True,True,True,0.0,True,True,True,9.536743e-07,False,True,True,0.1581114,-0.0025335341
boolq,2251,lexical,0,0.8842869997024536,0.9005781412124634,False,False,-0.00067562,-0.0009437421,"False. Based on the passage provided, it is not stated that one has to be from America to participate in American's Got Talent. The text mentions ""across the United States and abroad,"" indicating that people from different countries can audition for the show",False,False,False,True,True,True,0.0,False,False,True,0.16749424,True,True,True,1.0728836e-06,0.0002681221
