task,instance_id,condition,gold_answer,bertscore_f1,bt_bertscore,gpt_orig_answer,gpt_para_answer,gpt_orig_logprob,gpt_para_logprob,llama_orig_answer,llama_para_answer,gemma_orig_answer,gemma_para_answer
hellaswag,4374,voice,3,0.9634726047515869,0.9559188485145569,3,3,-1.2352386e-05,-9.014684e-06,3,3,0,0
hellaswag,4374,formality,3,0.9307612776756287,0.9287233352661133,3,3,-1.2352386e-05,-4.9617593e-06,3,3,0,0
hellaswag,1169,lexical,3,0.9728626608848572,0.9750679135322571,1,1,-0.03758521,-0.019821752,3,3,0,0
hellaswag,1169,syntactic,3,0.976252555847168,0.9579411745071411,1,1,-0.085346386,-0.028033799,3,3,0,0
hellaswag,1169,voice,3,0.9542000889778137,0.9605228304862976,1,1,-0.03758521,-0.0005423081,3,3,0,0
hellaswag,1169,formality,3,0.9378207921981812,0.9316130876541138,1,3,-0.03758521,-0.40754047,3,3,0,0
hellaswag,9980,lexical,0,0.8814356327056885,0.8688973188400269,0,0,-2.1173457e-05,-0.00019603055,3,3,0,0
hellaswag,9980,syntactic,0,0.9413768649101257,0.9351375699043274,0,0,-1.1994775e-05,-7.302705e-05,3,3,0,0
hellaswag,9980,voice,0,0.8791383504867554,0.8975356817245483,0,0,-1.1994775e-05,-6.5994034e-05,3,3,0,0
hellaswag,9980,formality,0,0.9492102861404419,0.9542421698570251,0,0,-9.968313e-06,-6.869018e-06,3,1,0,0
hellaswag,2803,lexical,0,0.9299477338790894,0.9538492560386658,0,0,-0.5718948,-0.2331515,3,0,0,0
hellaswag,2803,syntactic,0,0.9751883745193481,0.9602773785591125,0,0,-0.31558484,-0.02223189,3,1,0,0
hellaswag,2803,voice,0,0.9603816270828247,0.9518928527832031,0,2,-0.39960158,-0.6538357,3,0,0,0
hellaswag,2803,formality,0,0.9614897966384888,0.9541425108909607,2,0,-0.6040889,-0.71865743,3,0,0,0
hellaswag,8751,lexical,2,0.8919437527656555,0.9013800024986267,2,2,-0.4588386,-0.00013655527,1,2,0,0
hellaswag,8751,syntactic,2,0.9165169596672058,0.9122908115386963,2,2,-0.022987938,-0.0005664954,1,2,0,0
hellaswag,8751,voice,2,0.9170645475387573,0.9145267605781555,2,2,-0.4588386,-0.038484823,1,1,0,0
hellaswag,8751,formality,2,0.8773515820503235,0.8647714257240295,2,2,-0.11800711,-0.0028807148,1,2,0,0
hellaswag,4010,lexical,2,0.9125446677207947,0.9207043647766113,2,2,-5.4385737e-06,-9.849109e-06,2,2,0,0
hellaswag,4010,syntactic,2,0.9370628595352173,0.9371463656425476,2,2,-6.392203e-06,-5.7961847e-06,2,2,0,0
hellaswag,4010,voice,2,0.8632429838180542,0.8633182048797607,2,2,-7.107425e-06,-2.220075e-06,2,2,0,0
hellaswag,4010,formality,2,0.923670768737793,0.9209327697753906,2,2,-4.246537e-06,-4.00813e-06,2,2,0,0
hellaswag,2677,lexical,0,0.959478497505188,0.9797424674034119,2,2,-0.18730354,-0.17548582,1,1,0,0
hellaswag,2677,syntactic,0,0.9663810729980469,0.9663810729980469,1,1,-0.52978575,-0.008722944,1,1,0,0
hellaswag,2677,voice,0,0.9593462944030762,0.9423968195915222,2,2,-0.1848072,-0.08709189,1,1,0,0
hellaswag,2677,formality,0,0.9515008926391602,0.9515008926391602,2,1,-0.18730354,-0.00053611316,1,1,0,0
hellaswag,7573,lexical,2,0.9565034508705139,0.9537901878356934,2,2,-0.0054244306,-0.010538837,0,0,0,0
hellaswag,7573,syntactic,2,0.9405019283294678,0.9304864406585693,2,2,-0.004450532,-0.0018323729,0,0,0,0
hellaswag,7573,voice,2,0.894017219543457,0.9046360850334167,2,2,-0.0012476125,-0.003465248,0,2,0,0
hellaswag,7573,formality,2,0.9445145726203918,0.9313770532608032,2,2,-0.005024779,-0.0029774643,0,0,0,0
hellaswag,6216,lexical,0,0.8739766478538513,0.8850548267364502,0,0,-5.0735965e-05,-0.058434345,0,1,0,0
hellaswag,6216,syntactic,0,0.9145543575286865,0.9105990529060364,0,0,-5.0735965e-05,-7.398068e-05,0,0,0,0
hellaswag,6216,voice,0,0.8726071715354919,0.8726072311401367,0,0,-6.384837e-05,-0.006690038,0,1,0,0
hellaswag,6216,formality,0,0.939009964466095,0.9378976225852966,0,0,-6.384837e-05,-2.355753e-05,0,0,0,0
hellaswag,4422,lexical,1,0.8672509789466858,0.8734002709388733,0,0,-0.009214439,-0.15549214,0,1,0,0
hellaswag,4422,syntactic,1,0.8935809135437012,0.8899120688438416,0,3,-0.009214439,-0.24334729,0,0,0,0
hellaswag,4422,voice,1,0.8701401948928833,0.8701401948928833,0,0,-0.02366958,-0.009958302,0,1,0,0
hellaswag,4422,formality,1,0.9419457912445068,0.9399098753929138,0,0,-0.009214439,-0.05552461,0,0,0,0
hellaswag,9125,lexical,0,0.9297959208488464,0.9431722164154053,0,0,-5.6769813e-06,-8.220573e-05,0,0,0,0
hellaswag,9125,syntactic,0,0.9476268291473389,0.9280219078063965,0,0,-7.226629e-06,-3.2929079e-06,0,1,0,0
hellaswag,9125,voice,0,0.8878186941146851,0.8878186941146851,0,0,-5.7961847e-06,-0.0013602361,0,0,0,0
hellaswag,9125,formality,0,0.9318785667419434,0.9031890630722046,0,0,-6.869018e-06,-1.9385403e-05,0,1,0,0
hellaswag,3598,lexical,3,0.8744232058525085,0.8750494122505188,3,3,-0.0002389402,-6.9882217e-06,1,3,0,0
hellaswag,3598,syntactic,3,0.8619224429130554,0.8634249567985535,3,3,-0.0002389402,-6.6306106e-06,1,3,0,0
hellaswag,3598,voice,3,0.9079535603523254,0.8950287699699402,3,3,-0.0004477117,-4.9424725e-05,1,1,0,0
hellaswag,3598,formality,3,0.8744232058525085,0.8750494122505188,3,3,-0.0002389402,-4.4849444e-06,1,3,0,0
hellaswag,5313,lexical,0,0.8861173391342163,0.8861173391342163,0,0,-1.2664457e-06,-0.0030033735,0,1,0,0
hellaswag,5313,syntactic,0,0.9533355236053467,0.9470407962799072,0,0,-1.2664457e-06,-1.0280384e-06,0,0,0,0
hellaswag,5313,voice,0,0.877079427242279,0.8902173042297363,0,0,-1.2664457e-06,-0.009258368,0,1,0,0
hellaswag,5313,formality,0,0.8795219659805298,0.8795219659805298,0,0,-1.147242e-06,-0.0012004701,0,1,0,0
hellaswag,916,lexical,1,0.9358204007148743,0.9494109153747559,1,1,-0.00013333677,-0.0010627019,1,1,1,1
hellaswag,916,syntactic,1,0.9637677073478699,0.942503035068512,1,1,-0.00010950337,-0.00011498674,1,1,1,1
hellaswag,916,voice,1,0.9578670859336853,0.9417471289634705,1,1,-0.00012666137,-0.00043651022,1,1,1,1
hellaswag,916,formality,1,0.9302816390991211,0.9463936686515808,1,1,-6.9570146e-05,-0.00084857905,1,1,1,1
hellaswag,3752,lexical,2,0.911683976650238,0.9063878059387207,2,2,-0.0012576146,-0.0033128194,2,2,2,0
hellaswag,3752,syntactic,2,0.9237932562828064,0.9041619896888733,2,2,-0.0012576146,-0.0793929,2,2,2,0
hellaswag,3752,voice,2,0.9071622490882874,0.9052466750144958,2,2,-0.0016670885,-0.0021722666,2,2,2,0
hellaswag,3752,formality,2,0.929979681968689,0.9306482672691345,2,2,-0.0012689243,-0.05648518,2,2,2,0
hellaswag,525,lexical,1,0.9301183819770813,0.9434808492660522,1,1,-0.18418263,-0.047571447,3,3,0,0
hellaswag,525,syntactic,1,0.9773529171943665,0.9550076723098755,1,1,-0.18418263,-0.01517398,3,3,0,0
hellaswag,525,voice,1,0.9666315913200378,0.9536808729171753,1,1,-0.40125763,-0.04019209,3,3,0,0
hellaswag,525,formality,1,0.9462246298789978,0.9499423503875732,1,1,-0.18418263,-0.038119063,3,3,0,0
hellaswag,5168,lexical,2,0.8781152367591858,0.8842989206314087,2,2,-0.00027980874,-0.022623211,1,1,0,0
hellaswag,5168,syntactic,2,0.8864253163337708,0.8864253163337708,2,2,-0.00022547018,-0.00029565915,1,1,0,0
hellaswag,5168,voice,2,0.8889579772949219,0.8919489979743958,2,2,-0.0002257086,-0.011908233,1,1,0,0
hellaswag,5168,formality,2,0.9152480363845825,0.9112048745155334,2,2,-0.00022821188,-0.0009941066,1,1,0,0
hellaswag,6572,lexical,2,0.9441786408424377,0.9541870355606079,2,2,-1.569009e-05,-1.8908588e-05,3,1,0,0
hellaswag,6572,syntactic,2,0.9440427422523499,0.9283663630485535,2,2,-1.569009e-05,-2.7133641e-05,3,2,0,0
hellaswag,6572,voice,2,0.8866720199584961,0.885388195514679,2,2,-1.6524515e-05,-0.0007846143,3,3,0,0
hellaswag,6572,formality,2,0.9177016019821167,0.9165402054786682,2,2,-1.7239736e-05,-1.1637165e-05,3,1,0,0
hellaswag,4386,lexical,0,0.9021624326705933,0.9049391150474548,0,0,-5.3954464e-05,-0.001975742,1,1,0,0
hellaswag,4386,syntactic,0,0.9483415484428406,0.9419280290603638,0,0,-4.5252596e-05,-2.3319124e-05,1,3,0,0
hellaswag,4386,voice,0,0.896770179271698,0.896770179271698,0,0,-4.2153304e-05,-0.00057114434,1,1,0,0
hellaswag,4386,formality,0,0.9454859495162964,0.9429658651351929,0,0,-5.3954464e-05,-0.00012106613,1,0,0,0
hellaswag,1084,lexical,2,0.948679506778717,0.945840060710907,2,2,-0.0006302327,-0.00026944166,2,2,0,0
hellaswag,1084,syntactic,2,0.9361247420310974,0.9399348497390747,2,2,-0.0006286831,-0.000857743,2,3,0,0
hellaswag,1084,voice,2,0.9423424601554871,0.9372165203094482,2,2,-0.0008217802,-0.00066180335,2,2,0,0
hellaswag,1084,formality,2,0.9452815055847168,0.9411919713020325,2,2,-0.0006302327,-0.0012776152,2,2,0,0
hellaswag,3456,lexical,2,0.8919028639793396,0.8909507989883423,2,2,-0.0047228686,-0.012609836,1,1,0,0
hellaswag,3456,syntactic,2,0.8770532608032227,0.8806699514389038,2,2,-0.0032147842,-0.013951343,1,1,0,0
hellaswag,3456,voice,2,0.883327066898346,0.8853605389595032,2,2,-0.0052426527,-0.012226364,1,1,0,0
hellaswag,3456,formality,2,0.9127999544143677,0.9104140996932983,2,2,-0.0032713565,-0.0024647175,1,1,0,0
hellaswag,9292,lexical,2,0.8800226449966431,0.8839187026023865,2,2,-8.172892e-05,-0.009377072,1,1,0,0
hellaswag,9292,syntactic,2,0.9015246629714966,0.8958514332771301,2,2,-8.172892e-05,-0.0015929419,1,1,0,0
hellaswag,9292,voice,2,0.9015843272209167,0.8982763290405273,2,2,-6.456359e-05,-0.0010961652,1,1,0,0
hellaswag,9292,formality,2,0.8800226449966431,0.8839187026023865,2,2,-8.172892e-05,-0.009377072,1,1,0,0
hellaswag,5155,lexical,1,0.8592812418937683,0.8592812418937683,1,2,-0.0038278678,-0.015100719,1,1,0,0
hellaswag,5155,syntactic,1,0.9338172078132629,0.9205575585365295,1,2,-0.0038278678,-0.0056706606,1,3,0,0
hellaswag,5155,voice,1,0.967140793800354,0.9534675478935242,1,2,-0.0045193657,-0.66126156,1,3,0,0
hellaswag,5155,formality,1,0.8658474683761597,0.8658474683761597,1,2,-0.0038069724,-0.14211385,1,1,0,0
hellaswag,3483,lexical,2,0.8904415369033813,0.8914650678634644,2,3,-0.020950675,-0.060309637,3,3,0,0
hellaswag,3483,syntactic,2,0.9465135335922241,0.9376596212387085,2,2,-0.020950675,-0.0066882605,3,3,0,0
hellaswag,3483,voice,2,0.8887019157409668,0.8867282271385193,2,3,-0.04421776,-0.0354634,3,3,0,0
hellaswag,3483,formality,2,0.92534339427948,0.9327306747436523,2,2,-0.063146606,-0.016200118,3,3,0,0
hellaswag,8179,lexical,2,0.929142951965332,0.9274775981903076,1,2,-0.00013655527,-0.01757382,1,3,0,0
hellaswag,8179,syntactic,2,0.8954543471336365,0.8904245495796204,1,1,-0.00013655527,-0.04796841,1,3,0,0
hellaswag,8179,voice,2,0.9646353125572205,0.9522005915641785,1,1,-0.00025359125,-0.5853738,1,3,0,0
hellaswag,8179,formality,2,0.94673091173172,0.9418087601661682,1,1,-0.00013655527,-0.00030197695,1,1,0,0
hellaswag,6482,lexical,2,0.8531295657157898,0.8578497767448425,2,1,-0.013803328,-0.005132,1,1,0,0
hellaswag,6482,syntactic,2,0.9023050665855408,0.8897296190261841,2,1,-0.024104454,-0.58822936,1,1,0,0
hellaswag,6482,voice,2,0.8549655675888062,0.8450382351875305,2,1,-0.013803328,-0.22452782,1,1,0,0
hellaswag,6482,formality,2,0.94126296043396,0.9088096618652344,2,2,-0.011226661,-0.0060115103,1,1,0,0
hellaswag,7517,lexical,0,0.8833007216453552,0.8857826590538025,0,0,-0.027924951,-0.039412282,0,1,0,0
hellaswag,7517,syntactic,0,0.8943296074867249,0.8850280046463013,0,2,-0.027924951,-0.44335613,0,1,0,0
hellaswag,7517,voice,0,0.8861264586448669,0.8717793822288513,0,0,-0.019786,-0.004968324,0,1,0,0
hellaswag,7517,formality,0,0.9463391304016113,0.9440605044364929,0,0,-0.0075937305,-0.016166097,0,0,0,0
hellaswag,2340,lexical,2,0.9594901204109192,0.9764432311058044,3,3,-2.0815847e-05,-3.6669935e-05,3,3,3,0
hellaswag,2340,syntactic,2,0.96253901720047,0.9504675269126892,3,3,-2.0815847e-05,-5.8603408e-05,3,3,3,3
hellaswag,2340,voice,2,0.9549447298049927,0.9639044404029846,3,3,-3.4166656e-05,-0.00016194198,3,3,3,0
hellaswag,2340,formality,2,0.9506598114967346,0.9616474509239197,3,3,-3.0113732e-05,-9.4960524e-05,3,3,3,0
hellaswag,4339,lexical,1,0.861352801322937,0.8696529269218445,1,1,-1.0280384e-06,-5.3193703e-06,1,1,0,0
hellaswag,4339,syntactic,1,0.8680205941200256,0.8629752993583679,1,1,-1.0280384e-06,-1.2664457e-06,1,1,0,0
hellaswag,4339,voice,1,0.9490494132041931,0.9362442493438721,1,1,-1.0280384e-06,-9.0883464e-07,1,1,0,0
hellaswag,4339,formality,1,0.9405538439750671,0.9134104251861572,1,1,-1.0280384e-06,-1.0280384e-06,1,1,0,0
hellaswag,2287,lexical,1,0.9431617856025696,0.9590768218040466,1,1,-1.0087517e-05,-4.604148e-06,1,1,0,0
hellaswag,2287,syntactic,1,0.982572078704834,0.9683669805526733,1,1,-8.418666e-06,-1.7120534e-05,1,1,0,0
hellaswag,2287,voice,1,0.9642784595489502,0.9601810574531555,1,1,-9.968313e-06,-5.4385737e-06,1,1,0,0
hellaswag,2287,formality,1,0.9579395055770874,0.956892728805542,1,1,-1.0087517e-05,-4.723352e-06,1,1,0,0
hellaswag,4040,lexical,2,0.9584332704544067,0.956951916217804,0,0,-0.084341064,-0.099361375,1,1,0,0
hellaswag,4040,syntactic,2,0.9325254559516907,0.9258130788803101,0,0,-0.017554376,-0.026621072,1,1,0,0
hellaswag,4040,voice,2,0.9205266237258911,0.9149251580238342,0,0,-0.024377652,-0.0058560283,1,1,0,0
hellaswag,4040,formality,2,0.9455690383911133,0.9457788467407227,0,0,-0.037943255,-0.04340539,1,1,0,0
hellaswag,9197,lexical,1,0.8962563276290894,0.8962564468383789,1,1,-9.579495e-05,-0.0017223073,1,1,0,0
hellaswag,9197,syntactic,1,0.9262447953224182,0.920131504535675,1,1,-0.00012678056,-5.5861725e-05,1,1,0,0
hellaswag,9197,voice,1,0.8991394639015198,0.8991394639015198,1,1,-0.00021093102,-0.00074471044,1,1,0,0
hellaswag,9197,formality,1,0.9022001624107361,0.9114932417869568,1,1,-6.837811e-05,-1.247159e-05,1,1,0,0
hellaswag,8830,lexical,1,0.8737132549285889,0.8737132549285889,1,1,-4.4537377e-05,-0.0029823405,1,1,0,0
hellaswag,8830,syntactic,1,0.9662008881568909,0.9378681778907776,1,1,-4.8471098e-05,-4.1557283e-05,1,1,0,0
hellaswag,8830,voice,1,0.8737132549285889,0.8737132549285889,1,1,-4.4537377e-05,-0.0010503157,1,1,0,0
hellaswag,8830,formality,1,0.9572666883468628,0.9420474171638489,1,1,-6.0749073e-05,-6.730528e-05,1,1,0,0
hellaswag,4304,lexical,3,0.9409544467926025,0.9464715719223022,3,3,-6.704273e-07,-1.147242e-06,3,3,0,0
hellaswag,4304,syntactic,3,0.909575343132019,0.9065094590187073,3,3,-6.704273e-07,-9.0883464e-07,3,3,0,0
hellaswag,4304,voice,3,0.9495929479598999,0.9311918020248413,3,3,-1.504853e-06,-7.89631e-07,3,3,0,0
hellaswag,4304,formality,3,0.9296883940696716,0.9231671094894409,3,3,-1.3856493e-06,-9.0883464e-07,3,3,0,0
hellaswag,9577,lexical,0,0.8782905340194702,0.8754671216011047,0,0,-5.419287e-05,-2.6968896e-06,0,0,0,0
hellaswag,9577,syntactic,0,0.9328954815864563,0.9315183758735657,0,0,-5.419287e-05,-0.00012868783,0,0,0,0
hellaswag,9577,voice,0,0.8856637477874756,0.8834688663482666,0,0,-4.3941356e-05,-2.220075e-06,0,0,0,0
hellaswag,9577,formality,0,0.9678488969802856,0.8848875164985657,0,0,-4.3941356e-05,-2.3319124e-05,0,0,0,0
hellaswag,7019,lexical,1,0.9271889925003052,0.9334210157394409,1,1,-4.3202e-07,-6.704273e-07,1,1,0,2
hellaswag,7019,syntactic,1,0.9415309429168701,0.9345068335533142,1,1,-4.3202e-07,-6.704273e-07,1,1,0,0
hellaswag,7019,voice,1,0.892367422580719,0.8910776376724243,1,1,-4.3202e-07,0.0,1,1,0,0
hellaswag,7019,formality,1,0.9131503701210022,0.9146890640258789,1,1,-4.3202e-07,-1.9361265e-07,1,1,0,0
hellaswag,9560,lexical,0,0.8705346584320068,0.8869414925575256,0,0,-1.8624639e-06,-0.00021021579,0,1,0,0
hellaswag,9560,syntactic,0,0.9644611477851868,0.9609732031822205,0,0,-2.3392786e-06,-1.6240566e-06,0,0,0,0
hellaswag,9560,voice,0,0.8767977356910706,0.8767977356910706,0,0,-1.8624639e-06,-0.00023488728,0,3,0,0
hellaswag,9560,formality,0,0.941634476184845,0.9443719387054443,0,0,-1.8624639e-06,-2.8206474e-05,0,0,0,0
hellaswag,6543,lexical,2,0.888818621635437,0.8809188604354858,2,2,-6.217952e-05,-0.0017246805,2,0,0,0
hellaswag,6543,syntactic,2,0.9316153526306152,0.9237479567527771,2,2,-4.5133394e-05,-9.4960524e-05,2,0,0,0
hellaswag,6543,voice,2,0.89742511510849,0.8953786492347717,2,2,-4.9305523e-05,-0.13903679,2,0,0,0
hellaswag,6543,formality,2,0.9218360781669617,0.923621416091919,2,2,-0.000107953725,-3.9769227e-05,2,1,0,0
sst2,370,lexical,0,0.9747097492218018,0.9157795310020447,0,0,-0.00086238835,-0.00043805985,0,0,0,0
sst2,370,syntactic,0,0.9657434225082397,0.9204531908035278,0,0,-0.0011396231,-0.0010446012,0,0,0,0
sst2,370,voice,0,0.9661515951156616,0.9467604160308838,0,0,-0.0011396231,-0.0016910118,0,0,0,0
sst2,370,formality,0,0.9240206480026245,0.9207032918930054,0,0,-0.0011396231,-0.0028419606,0,0,0,0
sst2,224,lexical,1,0.9746665954589844,0.909151554107666,1,1,-0.14646697,-0.0042132633,1,1,0,0
sst2,224,syntactic,1,0.9301355481147766,0.8846895098686218,1,1,-0.14646697,-0.0008261834,1,1,0,0
sst2,224,voice,1,0.9417344927787781,0.9074109196662903,1,1,-0.03811447,-0.0014358278,1,1,0,0
sst2,224,formality,1,0.8812119960784912,0.8774706125259399,1,1,-0.08142922,-0.0010088731,1,1,0,0
sst2,141,lexical,0,0.9485278129577637,0.9560189843177795,0,0,-0.00082511053,-0.0013555945,0,0,0,0
sst2,141,syntactic,0,0.9452683925628662,0.9412857294082642,0,0,-0.00078306464,-0.0023067927,0,0,0,0
sst2,141,voice,0,0.9289390444755554,0.9236548542976379,0,0,-0.00078306464,-0.0012266584,0,0,0,0
sst2,141,formality,0,0.9114759564399719,0.9411359429359436,0,0,-0.00078377983,-0.0015642579,0,0,0,0
sst2,521,lexical,0,0.9217853546142578,0.8936977386474609,0,0,-0.0006684751,-0.026622819,0,0,0,0
sst2,521,syntactic,0,0.9594822525978088,0.8891213536262512,0,0,-0.0006684751,-0.0009624351,0,0,0,0
sst2,521,voice,0,0.9733054041862488,0.9026063680648804,0,0,-0.0006332091,-0.0009111059,0,0,0,0
sst2,521,formality,0,0.9158949255943298,0.8970803618431091,0,0,-0.00046486966,-0.0003485746,0,0,0,0
sst2,505,lexical,1,0.9958682060241699,0.9522456526756287,1,1,-0.0002544257,-0.00045510233,1,1,0,0
sst2,505,syntactic,1,0.9421338438987732,0.9395480751991272,1,1,-0.0002544257,-0.00030745665,1,1,0,0
sst2,505,voice,1,0.9551004767417908,0.9454931020736694,1,1,-0.0002544257,-0.00035107418,1,1,0,0
sst2,505,formality,1,0.947704017162323,0.9464755058288574,1,1,-0.0002544257,-0.0004123192,1,1,0,0
sst2,93,lexical,1,0.996158242225647,0.9271784424781799,1,1,-0.004120904,-0.0063013113,1,1,0,0
sst2,93,syntactic,1,0.9155529141426086,0.9143832325935364,1,1,-0.004120904,-0.043058336,1,1,0,0
sst2,93,voice,1,0.9243547320365906,0.930361807346344,1,1,-0.004120904,-0.0012422557,1,1,0,0
sst2,93,formality,1,0.9198645353317261,0.9261324405670166,1,1,-0.004120904,-0.0011751055,1,1,0,0
sst2,773,lexical,1,0.984107494354248,0.9433156847953796,1,1,-0.00041470327,-0.000296732,1,1,0,0
sst2,773,syntactic,1,0.921704113483429,0.921704113483429,1,1,-0.00048811073,-0.0004388943,1,1,0,0
sst2,773,voice,1,0.9435216188430786,0.9433156847953796,1,1,-0.00048811073,-0.0004676114,1,1,0,0
sst2,773,formality,1,0.8991011381149292,0.9227536916732788,1,1,-0.00041470327,-0.00034762095,1,1,0,0
sst2,48,lexical,1,0.9396353363990784,0.9096165895462036,1,1,-0.0006651374,-0.00060248026,1,1,0,0
sst2,48,syntactic,1,0.9218108057975769,0.8951959013938904,1,1,-0.0006651374,-0.00038884708,1,1,0,0
sst2,48,voice,1,0.9296935200691223,0.9235984086990356,1,1,-0.0006651374,-0.0004425859,1,1,0,0
sst2,48,formality,1,0.9297839403152466,0.9269879460334778,1,1,-0.000386463,-0.00031532408,1,1,0,0
sst2,112,lexical,1,0.9344057440757751,0.9212431907653809,0,0,-0.0014276175,-0.0011115205,0,0,0,0
sst2,112,voice,1,0.9239620566368103,0.9206873178482056,0,1,-0.0016209072,-0.036274567,0,0,0,0
sst2,112,formality,1,0.9109075665473938,0.9109075665473938,0,0,-0.0014276175,-0.0002700377,0,0,0,0
sst2,156,lexical,1,0.9897659420967102,0.9285085201263428,1,1,-0.00044997653,-0.00055303273,1,1,0,0
sst2,156,syntactic,1,0.9402758479118347,0.9107776880264282,1,1,-0.00044997653,-0.00042376274,1,1,0,0
sst2,156,voice,1,0.9369507431983948,0.9149439334869385,1,1,-0.00052705733,-0.0004360334,1,1,0,0
sst2,156,formality,1,0.9440351724624634,0.9189556241035461,1,1,-0.0005265805,-0.0005100222,1,1,0,0
sst2,642,lexical,0,0.9630004167556763,0.9331710934638977,0,0,-0.00070766744,-0.0011224761,0,0,0,0
sst2,642,syntactic,0,0.9366000890731812,0.9120141863822937,0,0,-0.00070766744,-0.0003498858,0,0,0,0
sst2,642,voice,0,0.9756529927253723,0.9630367159843445,0,0,-0.00070766744,-0.00145071,0,0,0,0
sst2,642,formality,0,0.9564002156257629,0.9228367209434509,0,0,-0.00070766744,-0.00026872646,0,0,0,0
sst2,163,lexical,0,0.9646541476249695,0.9356327652931213,0,0,-0.0009243228,-0.0008342856,0,0,0,0
sst2,163,syntactic,0,0.9382733702659607,0.9052850008010864,0,0,-0.0009243228,-0.003200647,0,0,0,0
sst2,163,voice,0,0.9401000738143921,0.923587441444397,0,0,-0.0013385741,-0.0016701805,0,0,0,0
sst2,163,formality,0,0.9070833921432495,0.9024635553359985,0,0,-0.0012310653,-0.002384807,0,0,0,0
sst2,811,lexical,0,0.9324368238449097,0.8996503353118896,0,0,-0.00079914613,-0.0015414038,0,0,0,0
sst2,811,syntactic,0,0.9450433850288391,0.9050055742263794,0,1,-0.00079914613,-0.0011111628,0,0,0,0
sst2,811,voice,0,0.9197669625282288,0.901731550693512,0,0,-0.0007893788,-0.0004124384,0,0,0,0
sst2,811,formality,0,0.9034003615379333,0.9020012021064758,0,0,-0.00079914613,-0.0001842294,0,0,0,0
sst2,696,lexical,1,0.9786239266395569,0.9390743970870972,1,1,-0.000460936,-0.00039135036,1,1,0,0
sst2,696,syntactic,1,0.95814448595047,0.9369906783103943,1,1,-0.000460936,-0.0003056686,1,1,0,0
sst2,696,voice,1,0.9431365132331848,0.9322106838226318,1,1,-0.0003857478,-0.00059473567,1,1,0,0
sst2,696,formality,1,0.9336991310119629,0.9146915078163147,1,1,-0.000460936,-0.00041125002,1,1,0,0
sst2,432,lexical,0,0.9260390400886536,0.9069812297821045,0,0,-0.0015991295,-0.0003205654,0,0,0,0
sst2,432,syntactic,0,0.9501836895942688,0.9161306023597717,0,0,-0.0015991295,-0.00088264194,0,0,0,0
sst2,432,voice,0,0.9298961162567139,0.8894039392471313,0,0,-0.001257853,-0.00068836747,0,0,0,0
sst2,432,formality,0,0.9854159355163574,0.9355852603912354,0,0,-0.001419519,-0.0013529757,0,0,0,0
sst2,610,lexical,0,0.9222941994667053,0.9039915800094604,0,0,-0.0013234536,-0.008476285,0,0,0,0
sst2,610,syntactic,0,0.932645857334137,0.9167034029960632,0,0,-0.0013234536,-0.0019480335,0,0,0,0
sst2,610,voice,0,0.9096906781196594,0.9194512963294983,0,0,-0.0013234536,-0.0025886234,0,0,0,0
sst2,610,formality,0,0.9081586003303528,0.9038604497909546,0,0,-0.0012648788,-0.004807111,0,0,0,0
sst2,65,lexical,0,0.9822969436645508,0.9402943849563599,0,0,-0.0037935425,-0.0031374355,0,0,0,0
sst2,65,syntactic,0,0.9631038904190063,0.9192075133323669,0,0,-0.0037935425,-0.005392296,0,0,0,0
sst2,65,voice,0,0.94169682264328,0.9247956275939941,0,0,-0.003391472,-0.017966487,0,0,0,0
sst2,65,formality,0,0.9170693159103394,0.9207965135574341,0,0,-0.0037935425,-0.106235646,0,0,0,0
sst2,394,lexical,1,0.9451112747192383,0.916775107383728,1,1,-0.00083881535,-0.00053254067,1,1,0,0
sst2,394,syntactic,1,0.9450879096984863,0.9198058843612671,1,1,-0.001016018,-0.0012392756,1,1,0,0
sst2,394,voice,1,0.9471982717514038,0.9195558428764343,1,1,-0.00083881535,-0.0016447149,1,1,0,0
sst2,394,formality,1,0.9411495923995972,0.9263103008270264,1,1,-0.00083881535,-0.0005071613,1,1,0,0
sst2,390,lexical,0,0.9532192349433899,0.9266953468322754,0,0,-0.0019153111,-0.010531054,0,0,0,0
sst2,390,syntactic,0,0.962113082408905,0.9162827134132385,0,0,-0.0019153111,-0.00073173555,0,0,0,0
sst2,390,voice,0,0.9553600549697876,0.9315168857574463,0,0,-0.0019153111,-0.000743876,0,0,0,0
sst2,390,formality,0,0.8753491044044495,0.8832542300224304,0,0,-0.0019153111,-0.00063499715,0,0,0,0
sst2,479,lexical,1,0.9593251943588257,0.9242493510246277,1,1,-0.00056768744,-0.0005836534,1,1,0,0
sst2,479,syntactic,1,0.9576632976531982,0.9529746770858765,1,1,-0.00056768744,-0.00027099132,1,1,0,0
sst2,479,voice,1,0.9636623859405518,0.9527335166931152,1,1,-0.000609748,-0.00042804674,1,1,0,0
sst2,479,formality,1,0.9204735159873962,0.9233787059783936,1,1,-0.0004330533,-0.0005352787,1,1,0,0
sst2,541,lexical,1,0.9322006702423096,0.9402806162834167,1,1,-0.00078544876,-0.00045116857,1,1,0,0
sst2,541,syntactic,1,0.898705005645752,0.9050200581550598,1,1,-0.00082570664,-0.0027487653,1,0,0,0
sst2,541,voice,1,0.9344039559364319,0.8793015480041504,1,1,-0.00053945085,-0.0011279557,1,0,0,0
