task,instance_id,condition,original,paraphrase,back_translation,changes_desc,answer,endings,passage,bertscore_f1,bt_bertscore
hellaswag,8830,voice,[header] How to pop sorghum [title] Heat some oil in a frying pan. [step] Use a steel pot or a pan with steep sides. The exact amount of oil you need depends on the volume of sorghum you'll be popping.,How can sorghum be popped?,How can sorghum be popped?,active to passive,1,"['[substeps] Make sure to fry for ten to fifteen minutes. Stir occasionally to ensure the oil cooks evenly.', ""Typically, you'll need two tablespoons of cooking oil for every ¼ cup (32 grams) sorghum kernels. Heat the oil on high until it appears shiny."", 'For a medium-sized batch, use two or three packets of oil. For larger batches, use more or less oil depending on the size of your baked sorghum.', 'Stir constantly from time to time to speed up the cooking process, or you can give it a more thorough stirring. [title] Dunk the sorghum in oil.']",,0.87371325,0.87371325
hellaswag,8830,formality,[header] How to pop sorghum [title] Heat some oil in a frying pan. [step] Use a steel pot or a pan with steep sides. The exact amount of oil you need depends on the volume of sorghum you'll be popping.,How do you pop sorghum? Heat some oil in a frying pan. Use a steel pot or a pan with steep sides. The amount of oil you need will vary based on how much sorghum you plan to pop.,How do you pop sorghum? Heat oil in a pan. Use a steel pot or a high-sided pan. The amount of oil needed will vary depending on the amount of sorghum you plan to pop.,formal to casual,1,"['[substeps] Make sure to fry for ten to fifteen minutes. Stir occasionally to ensure the oil cooks evenly.', ""Typically, you'll need two tablespoons of cooking oil for every ¼ cup (32 grams) sorghum kernels. Heat the oil on high until it appears shiny."", 'For a medium-sized batch, use two or three packets of oil. For larger batches, use more or less oil depending on the size of your baked sorghum.', 'Stir constantly from time to time to speed up the cooking process, or you can give it a more thorough stirring. [title] Dunk the sorghum in oil.']",,0.9572667,0.9420474
hellaswag,4304,lexical,"[header] How to succeed in clash of clans [title] Be careful with gems. [step] This is the most important and rare resource, so use them wisely. Use your gems to speed up barracks production, or use them on collectors.","How can one excel in clash of clans? Be cautious with jewels. This is the most crucial and scarce resource, so utilize them wisely. Utilize your jewels to hasten barracks production, or spend them on collectors.","How to excel in Clash of Clans? Be careful with gems. It is the most crucial and rare resource, so use them wisely. Use your gems to speed up the production of barracks, or spend them on collectors.",,3,"['[title] Use more than two gems when playing team fortress 2. [step] Wear the one with the most mana and the strongest quest room (tower) to flatten players.', 'Market it to warriors who want your heirloom. Do not sacrifice it to children to combat your customers, or to thieves, or to dwarves! [title] If you have campaign spots, once you get attention, level down to harvest.', '[title] Train until your army is an oval in size (gildehyde by heart speech, which builds a variety of colony rooms). [title] Train tightly to the point of victory.', ""But be careful when deciding to use them, and make sure it'll be worth it. Don't spend them on hurrying troops' training unless it's absolutely necessary.""]",,0.94095445,0.9464716
hellaswag,4304,syntactic,"[header] How to succeed in clash of clans [title] Be careful with gems. [step] This is the most important and rare resource, so use them wisely. Use your gems to speed up barracks production, or use them on collectors.","Using your gems wisely is crucial in succeeding in Clash of Clans. Consider speeding up barracks production or investing in collectors, as gems are a valuable and scarce resource.","Using your gems wisely is crucial to succeed in Clash of Clans. Consider speeding up the production of barracks or investing in collectors, as gems are a precious and rare resource.",Changed the imperative clause 'Be careful with gems' to a gerund phrase 'Using your gems wisely is crucial in succeeding in Clash of Clans' and restructured the steps for clarity.,3,"['[title] Use more than two gems when playing team fortress 2. [step] Wear the one with the most mana and the strongest quest room (tower) to flatten players.', 'Market it to warriors who want your heirloom. Do not sacrifice it to children to combat your customers, or to thieves, or to dwarves! [title] If you have campaign spots, once you get attention, level down to harvest.', '[title] Train until your army is an oval in size (gildehyde by heart speech, which builds a variety of colony rooms). [title] Train tightly to the point of victory.', ""But be careful when deciding to use them, and make sure it'll be worth it. Don't spend them on hurrying troops' training unless it's absolutely necessary.""]",,0.90957534,0.90650946
hellaswag,4304,voice,"[header] How to succeed in clash of clans [title] Be careful with gems. [step] This is the most important and rare resource, so use them wisely. Use your gems to speed up barracks production, or use them on collectors.","How can success in clash of clans be achieved? Be careful with gems. This is the most important and rare resource, so they should be used wisely. Gems can be used to speed up barracks production or on collectors.","How can one succeed in Clash of Clans? Pay attention to gems. They are the most important and rare resource, so they must be used wisely. Gems can be used to speed up the production of barracks or on collectors.",active to passive,3,"['[title] Use more than two gems when playing team fortress 2. [step] Wear the one with the most mana and the strongest quest room (tower) to flatten players.', 'Market it to warriors who want your heirloom. Do not sacrifice it to children to combat your customers, or to thieves, or to dwarves! [title] If you have campaign spots, once you get attention, level down to harvest.', '[title] Train until your army is an oval in size (gildehyde by heart speech, which builds a variety of colony rooms). [title] Train tightly to the point of victory.', ""But be careful when deciding to use them, and make sure it'll be worth it. Don't spend them on hurrying troops' training unless it's absolutely necessary.""]",,0.94959295,0.9311918
hellaswag,4304,formality,"[header] How to succeed in clash of clans [title] Be careful with gems. [step] This is the most important and rare resource, so use them wisely. Use your gems to speed up barracks production, or use them on collectors.","How can one do well in clash of clans? Be cautious with gems. The gems are crucial and hard to come by, so spend them wisely. Utilize your gems to hasten barracks construction, or invest them in collectors.","How can one succeed in Clash of Clans? Be careful with gems. Gems are crucial and hard to obtain, so spend them wisely. Use your gems to speed up the construction of barracks, or invest them in collectors.",formal to casual,3,"['[title] Use more than two gems when playing team fortress 2. [step] Wear the one with the most mana and the strongest quest room (tower) to flatten players.', 'Market it to warriors who want your heirloom. Do not sacrifice it to children to combat your customers, or to thieves, or to dwarves! [title] If you have campaign spots, once you get attention, level down to harvest.', '[title] Train until your army is an oval in size (gildehyde by heart speech, which builds a variety of colony rooms). [title] Train tightly to the point of victory.', ""But be careful when deciding to use them, and make sure it'll be worth it. Don't spend them on hurrying troops' training unless it's absolutely necessary.""]",,0.9296884,0.9231671
hellaswag,9577,lexical,"[header] How to make a classic martini [title] Put the martini glasses, shaker, and gin in the freezer. [step] A martini must be properly chilled for the best taste. Place the martini glasses, the shaker or stir glass, and the bottle of gin in the freezer for at least a half hour.",How can a traditional martini be prepared?,How can one prepare a traditional martini?,,0,"['[substeps] Classic martinis typically use gin, though some recipes replace it with vodka. You can use whichever option you prefer, but be sure to choose a high quality alcohol to ensure the best taste.', '[title] Strain the juices from the old martini. [step] Pour the old martini mixture into a cocktail shaker with the fresh, cold ingredients-1 1/2 ounces (113 ml) (121 ml)-and store in the freezer for up to three months.', '[substeps] Alternatively, you can also shake the martini glasses in cold water. Set them aside so that you can retrieve them later.', ""[title] Dilute the alcohol according to the package directions. [step] It's normal that the shaker or stir glass will be ice-cold.""]",,0.87829053,0.8754671
hellaswag,9577,syntactic,"[header] How to make a classic martini [title] Put the martini glasses, shaker, and gin in the freezer. [step] A martini must be properly chilled for the best taste. Place the martini glasses, the shaker or stir glass, and the bottle of gin in the freezer for at least a half hour.","To make a classic martini, it is necessary to put the martini glasses, shaker, and gin in the freezer for at least a half hour to ensure proper chilling for the best taste.","To make a classic martini, it is necessary to put the martini glasses, shaker, and gin in the freezer for at least half an hour to ensure proper chilling for the best taste.","Changed the imperative clause 'Put the martini glasses, shaker, and gin in the freezer' to an embedded clause 'it is necessary to put the martini glasses, shaker, and gin in the freezer for at least a half hour to ensure proper chilling for the best taste'.",0,"['[substeps] Classic martinis typically use gin, though some recipes replace it with vodka. You can use whichever option you prefer, but be sure to choose a high quality alcohol to ensure the best taste.', '[title] Strain the juices from the old martini. [step] Pour the old martini mixture into a cocktail shaker with the fresh, cold ingredients-1 1/2 ounces (113 ml) (121 ml)-and store in the freezer for up to three months.', '[substeps] Alternatively, you can also shake the martini glasses in cold water. Set them aside so that you can retrieve them later.', ""[title] Dilute the alcohol according to the package directions. [step] It's normal that the shaker or stir glass will be ice-cold.""]",,0.9328955,0.9315184
hellaswag,9577,voice,"[header] How to make a classic martini [title] Put the martini glasses, shaker, and gin in the freezer. [step] A martini must be properly chilled for the best taste. Place the martini glasses, the shaker or stir glass, and the bottle of gin in the freezer for at least a half hour.",How can a classic martini be made,How can one make a classic martini,active to passive,0,"['[substeps] Classic martinis typically use gin, though some recipes replace it with vodka. You can use whichever option you prefer, but be sure to choose a high quality alcohol to ensure the best taste.', '[title] Strain the juices from the old martini. [step] Pour the old martini mixture into a cocktail shaker with the fresh, cold ingredients-1 1/2 ounces (113 ml) (121 ml)-and store in the freezer for up to three months.', '[substeps] Alternatively, you can also shake the martini glasses in cold water. Set them aside so that you can retrieve them later.', ""[title] Dilute the alcohol according to the package directions. [step] It's normal that the shaker or stir glass will be ice-cold.""]",,0.88566375,0.88346887
hellaswag,9577,formality,"[header] How to make a classic martini [title] Put the martini glasses, shaker, and gin in the freezer. [step] A martini must be properly chilled for the best taste. Place the martini glasses, the shaker or stir glass, and the bottle of gin in the freezer for at least a half hour.","[header] How can I prepare a classic martini [title] Just pop the martini glasses, shaker, and gin in the freezer. [step] For the optimal flavor, it's important to chill the martini properly. Simply place the martini glasses, the shaker or stir glass, and the bottle of gin in the freezer for a minimum of thirty minutes.",How can I prepare a classic martini,formal to casual,0,"['[substeps] Classic martinis typically use gin, though some recipes replace it with vodka. You can use whichever option you prefer, but be sure to choose a high quality alcohol to ensure the best taste.', '[title] Strain the juices from the old martini. [step] Pour the old martini mixture into a cocktail shaker with the fresh, cold ingredients-1 1/2 ounces (113 ml) (121 ml)-and store in the freezer for up to three months.', '[substeps] Alternatively, you can also shake the martini glasses in cold water. Set them aside so that you can retrieve them later.', ""[title] Dilute the alcohol according to the package directions. [step] It's normal that the shaker or stir glass will be ice-cold.""]",,0.9678489,0.8848875
hellaswag,7019,lexical,"[header] How to succeed in business if you are an introvert [title] Avoid fighting your nature. [step] Constantly forcing yourself to mingle, chit-chat and cold-call will take its toll. Doing things that you hate on a regular basis is a surefire recipe for burnout.","How can one excel in business as an introvert? [title] Refrain from battling your inherent traits. [step] Consistently pushing yourself to socialize, engage in small talk, and make unsolicited calls will have negative consequences. Engaging in activities that you despise regularly is a guaranteed way to experience exhaustion.","How to excel in business as an introvert? [title] Refrain from fighting against your innate traits. [step] Constantly pushing yourself to socialize, engage in conversation, and make unsolicited calls will have negative consequences. Regularly engaging in activities that you hate is a guaranteed way to feel exhausted.",,1,"[""[title] Be consistent, and people will start to seriously dislike you. [step] Everyone is a different thing, but many are consistently caustic and argumentative with people they don't like."", ""Don't try to be someone you're not. Instead, try to develop a business model that fits the real you and learn to be comfortable with who you truly are."", ""[title] Take responsibility for your own responsibilities and work accordingly. [step] When you let your colleagues and coworkers down by gossiping or laying off or leave a grain of salt on the heads of people you don't meet, you are only inviting them back into your company."", 'Plus, it will make you even more vulnerable to being competitive. [substeps] Take a break from chatting and seek clean, firm personal space when you are out with friends or co-workers.']",,0.927189,0.933421
hellaswag,7019,syntactic,"[header] How to succeed in business if you are an introvert [title] Avoid fighting your nature. [step] Constantly forcing yourself to mingle, chit-chat and cold-call will take its toll. Doing things that you hate on a regular basis is a surefire recipe for burnout.","[header] What is the key to succeeding in business as an introvert [title] Embrace your nature. [step] The toll of constantly pushing yourself to socialize, engage in small talk, and make cold calls will be significant. Engaging in activities you dislike regularly is a guaranteed way to experience burnout.","[header] What is the key to succeeding in business as an introvert [title] Embrace your nature. [step] The cost of constantly pushing yourself to socialize, engage in meaningless conversations, and make cold calls will be significant. Regularly engaging in activities you don't enjoy is a guaranteed way to experience burnout.",Changed the question structure from 'How to' to 'What is the key to' and rephrased the imperative sentence to a declarative one.,1,"[""[title] Be consistent, and people will start to seriously dislike you. [step] Everyone is a different thing, but many are consistently caustic and argumentative with people they don't like."", ""Don't try to be someone you're not. Instead, try to develop a business model that fits the real you and learn to be comfortable with who you truly are."", ""[title] Take responsibility for your own responsibilities and work accordingly. [step] When you let your colleagues and coworkers down by gossiping or laying off or leave a grain of salt on the heads of people you don't meet, you are only inviting them back into your company."", 'Plus, it will make you even more vulnerable to being competitive. [substeps] Take a break from chatting and seek clean, firm personal space when you are out with friends or co-workers.']",,0.94153094,0.93450683
hellaswag,7019,voice,"[header] How to succeed in business if you are an introvert [title] Avoid fighting your nature. [step] Constantly forcing yourself to mingle, chit-chat and cold-call will take its toll. Doing things that you hate on a regular basis is a surefire recipe for burnout.",How can success in business be achieved by an introvert? Avoid fighting your nature.,How can success in business be achieved by an introvert? Avoid fighting against your nature.,active to passive,1,"[""[title] Be consistent, and people will start to seriously dislike you. [step] Everyone is a different thing, but many are consistently caustic and argumentative with people they don't like."", ""Don't try to be someone you're not. Instead, try to develop a business model that fits the real you and learn to be comfortable with who you truly are."", ""[title] Take responsibility for your own responsibilities and work accordingly. [step] When you let your colleagues and coworkers down by gossiping or laying off or leave a grain of salt on the heads of people you don't meet, you are only inviting them back into your company."", 'Plus, it will make you even more vulnerable to being competitive. [substeps] Take a break from chatting and seek clean, firm personal space when you are out with friends or co-workers.']",,0.8923674,0.89107764
hellaswag,7019,formality,"[header] How to succeed in business if you are an introvert [title] Avoid fighting your nature. [step] Constantly forcing yourself to mingle, chit-chat and cold-call will take its toll. Doing things that you hate on a regular basis is a surefire recipe for burnout.","How can introverts succeed in business? Don't go against your natural tendencies. Pushing yourself to socialize, engage in small talk, and make cold calls all the time will be exhausting. Engaging in activities you dislike regularly will lead to burnout.","How can introverts succeed in business? Don't fight against your natural tendencies. Forcing yourself to socialize, engage in small talk, and make cold calls all the time will be exhausting. Regularly engaging in activities you don't enjoy will lead to burnout.",formal to casual,1,"[""[title] Be consistent, and people will start to seriously dislike you. [step] Everyone is a different thing, but many are consistently caustic and argumentative with people they don't like."", ""Don't try to be someone you're not. Instead, try to develop a business model that fits the real you and learn to be comfortable with who you truly are."", ""[title] Take responsibility for your own responsibilities and work accordingly. [step] When you let your colleagues and coworkers down by gossiping or laying off or leave a grain of salt on the heads of people you don't meet, you are only inviting them back into your company."", 'Plus, it will make you even more vulnerable to being competitive. [substeps] Take a break from chatting and seek clean, firm personal space when you are out with friends or co-workers.']",,0.91315037,0.91468906
hellaswag,9560,lexical,"[header] How to split hardwood firewood [title] Place your first log on the chopping block. [step] Make sure it is stable, and near the center of the block, if possible. [substeps] Swinging a heavy maul at an unsteady block is extremely dangerous.",How to divide tough firewood,How to split hard firewood,,0,"['A glancing blow could strike your leg, or send the wood flying off like a dangerous projectile. Set yourself up for success by placing the wood securely.', '[title] Prepare a heavy pit if your log are new. [step] On very large logs, shells or smaller logs may become countertop stones, which can break as you throw a log.', 'If you make it too rough or horizontal, you could break the stem. [title] Make sure that your axe is equipped with at least a six-foot-long pickaxe or shortstaff.', 'Too long of a block can cause slopes, like a log downhill, to fall and, more importantly, likely get damaged by the vibrations produced by the wood. Try to get a person there to reduce its temperature.']",,0.87053466,0.8869415
hellaswag,9560,syntactic,"[header] How to split hardwood firewood [title] Place your first log on the chopping block. [step] Make sure it is stable, and near the center of the block, if possible. [substeps] Swinging a heavy maul at an unsteady block is extremely dangerous.","[header] What is the process for splitting hardwood firewood? [title] Begin by placing your first log on the chopping block. [step] Ensure that it is stable and positioned close to the center of the block, if feasible. [substeps] The act of swinging a heavy maul at a precarious block poses a significant risk.","[header] What is the process for splitting hardwood firewood? [title] Start by placing your first piece of wood on the chopping block. [step] Make sure it is stable and positioned near the center of the chopping block, if possible. [substeps] Swinging a heavy mallet on an unstable chopping block poses a significant risk.",Changed the question from an imperative structure to an interrogative structure.,0,"['A glancing blow could strike your leg, or send the wood flying off like a dangerous projectile. Set yourself up for success by placing the wood securely.', '[title] Prepare a heavy pit if your log are new. [step] On very large logs, shells or smaller logs may become countertop stones, which can break as you throw a log.', 'If you make it too rough or horizontal, you could break the stem. [title] Make sure that your axe is equipped with at least a six-foot-long pickaxe or shortstaff.', 'Too long of a block can cause slopes, like a log downhill, to fall and, more importantly, likely get damaged by the vibrations produced by the wood. Try to get a person there to reduce its temperature.']",,0.96446115,0.9609732
hellaswag,9560,voice,"[header] How to split hardwood firewood [title] Place your first log on the chopping block. [step] Make sure it is stable, and near the center of the block, if possible. [substeps] Swinging a heavy maul at an unsteady block is extremely dangerous.",How can hardwood firewood be split?,How can hardwood firewood be split?,active to passive,0,"['A glancing blow could strike your leg, or send the wood flying off like a dangerous projectile. Set yourself up for success by placing the wood securely.', '[title] Prepare a heavy pit if your log are new. [step] On very large logs, shells or smaller logs may become countertop stones, which can break as you throw a log.', 'If you make it too rough or horizontal, you could break the stem. [title] Make sure that your axe is equipped with at least a six-foot-long pickaxe or shortstaff.', 'Too long of a block can cause slopes, like a log downhill, to fall and, more importantly, likely get damaged by the vibrations produced by the wood. Try to get a person there to reduce its temperature.']",,0.87679774,0.87679774
hellaswag,9560,formality,"[header] How to split hardwood firewood [title] Place your first log on the chopping block. [step] Make sure it is stable, and near the center of the block, if possible. [substeps] Swinging a heavy maul at an unsteady block is extremely dangerous.","How can you split hardwood firewood? Put your first log on the chopping block. Ensure it is stable and positioned close to the center of the block, if you can. It's very risky to swing a heavy maul at a wobbly block.","How can you split hard firewood? Place your first log on the chopping block. Make sure it is stable and positioned near the center of the block, if possible. It is very risky to swing a heavy maul on an unstable block.",formal to casual,0,"['A glancing blow could strike your leg, or send the wood flying off like a dangerous projectile. Set yourself up for success by placing the wood securely.', '[title] Prepare a heavy pit if your log are new. [step] On very large logs, shells or smaller logs may become countertop stones, which can break as you throw a log.', 'If you make it too rough or horizontal, you could break the stem. [title] Make sure that your axe is equipped with at least a six-foot-long pickaxe or shortstaff.', 'Too long of a block can cause slopes, like a log downhill, to fall and, more importantly, likely get damaged by the vibrations produced by the wood. Try to get a person there to reduce its temperature.']",,0.9416345,0.94437194
hellaswag,6543,lexical,"[header] How to become a successful freelance writer at freelancing platforms [title] Make yourself look good. [step] An attractive profile and a resume is the key to success. The first thing you should do to get your job, is to create an attractive profile with a resume.",How can one achieve success as a freelance writer on freelancing platforms by enhancing their image?,How can one succeed as an independent writer on freelance platforms by improving their image?,,2,"['You can do this without going below the heading which is ideal. [substeps] Research the job descriptions online before entering into an interview to find the best fit for you.', 'Think about what your current skills are as you go up and down the career ladder, maybe even cite them on your resume. Employers may ask for your phone, computer and email, or even google your name.', ""It should not be too long, it should contain your key strengths in an attractive and easy to read format. Don't list any irrelevant information, for example, your marital status or any other unnecessary personal information because it could turn off your potential client."", 'Start by posting your resume in a "" subscript "" position so you get a good idea of what your resume will be. Having your resume written out and then putting it into writing might boost your skills on that particular job.']",,0.8888186,0.88091886
hellaswag,6543,syntactic,"[header] How to become a successful freelance writer at freelancing platforms [title] Make yourself look good. [step] An attractive profile and a resume is the key to success. The first thing you should do to get your job, is to create an attractive profile with a resume.",Creating an attractive profile with a resume is the key to success in becoming a successful freelance writer at freelancing platforms. The first step to getting a job is to make yourself look good by doing this.,Creating an attractive profile with a resume is the key to success in becoming a successful freelance writer on freelance platforms. The first step to getting a job is to highlight yourself by doing this.,Changed the structure from imperative to declarative with an embedded clause.,2,"['You can do this without going below the heading which is ideal. [substeps] Research the job descriptions online before entering into an interview to find the best fit for you.', 'Think about what your current skills are as you go up and down the career ladder, maybe even cite them on your resume. Employers may ask for your phone, computer and email, or even google your name.', ""It should not be too long, it should contain your key strengths in an attractive and easy to read format. Don't list any irrelevant information, for example, your marital status or any other unnecessary personal information because it could turn off your potential client."", 'Start by posting your resume in a "" subscript "" position so you get a good idea of what your resume will be. Having your resume written out and then putting it into writing might boost your skills on that particular job.']",,0.93161535,0.92374796
hellaswag,6543,voice,"[header] How to become a successful freelance writer at freelancing platforms [title] Make yourself look good. [step] An attractive profile and a resume is the key to success. The first thing you should do to get your job, is to create an attractive profile with a resume.",How can a successful freelance writer be achieved at freelancing platforms? Make yourself look good.,How can a successful freelance writer be achieved on freelance platforms? Make yourself look good.,active to passive,2,"['You can do this without going below the heading which is ideal. [substeps] Research the job descriptions online before entering into an interview to find the best fit for you.', 'Think about what your current skills are as you go up and down the career ladder, maybe even cite them on your resume. Employers may ask for your phone, computer and email, or even google your name.', ""It should not be too long, it should contain your key strengths in an attractive and easy to read format. Don't list any irrelevant information, for example, your marital status or any other unnecessary personal information because it could turn off your potential client."", 'Start by posting your resume in a "" subscript "" position so you get a good idea of what your resume will be. Having your resume written out and then putting it into writing might boost your skills on that particular job.']",,0.8974251,0.89537865
hellaswag,6543,formality,"[header] How to become a successful freelance writer at freelancing platforms [title] Make yourself look good. [step] An attractive profile and a resume is the key to success. The first thing you should do to get your job, is to create an attractive profile with a resume.","How can one become a successful freelance writer on freelancing platforms by presenting themselves well? Create an appealing profile and resume, as they are crucial for success. The initial step towards securing a job is to craft an attractive profile along with a resume.","How can one become a successful freelance writer on freelancing platforms by presenting themselves well? Create an attractive profile and CV, as they are crucial for success. The first step to landing a job is to create an attractive profile and CV.",formal to casual,2,"['You can do this without going below the heading which is ideal. [substeps] Research the job descriptions online before entering into an interview to find the best fit for you.', 'Think about what your current skills are as you go up and down the career ladder, maybe even cite them on your resume. Employers may ask for your phone, computer and email, or even google your name.', ""It should not be too long, it should contain your key strengths in an attractive and easy to read format. Don't list any irrelevant information, for example, your marital status or any other unnecessary personal information because it could turn off your potential client."", 'Start by posting your resume in a "" subscript "" position so you get a good idea of what your resume will be. Having your resume written out and then putting it into writing might boost your skills on that particular job.']",,0.9218361,0.9236214
sst2,370,lexical,"partway through watching this saccharine , easter-egg-colored concoction , you realize that it is made up of three episodes of a rejected tv show . ","partway through watching this sugary , easter-egg-colored mixture , you realize that it is composed of three episodes of a declined tv show .","Halfway through watching this sweet and colorful mix like an Easter egg, you realize that it is made up of three episodes of a spin-off television show.",,0,,,0.97470975,0.91577953
sst2,370,syntactic,"partway through watching this saccharine , easter-egg-colored concoction , you realize that it is made up of three episodes of a rejected tv show . ","Upon watching this saccharine, easter-egg-colored concoction, you realize that it is made up of three episodes of a rejected tv show.","Looking at this sweet concoction in Easter egg colors, you realize it is made up of three rejected television show episodes.",Changed from a complex sentence to a simple sentence,0,,,0.9657434,0.9204532
sst2,370,voice,"partway through watching this saccharine , easter-egg-colored concoction , you realize that it is made up of three episodes of a rejected tv show . ","Partway through watching this saccharine, easter-egg-colored concoction, it is realized that it is made up of three episodes of a rejected TV show.","Halfway through watching this sweet concoction with Easter egg colors, we realize that it is made up of three episodes of a rejected television show.",active to passive,0,,,0.9661516,0.9467604
sst2,370,formality,"partway through watching this saccharine , easter-egg-colored concoction , you realize that it is made up of three episodes of a rejected tv show . ","Halfway through watching this sugary, pastel-colored mix, you realize it consists of three episodes from a failed TV series.","Halfway through watching this sweet and colorful pastel mix, you realize that it consists of three episodes of a failed television series.",formal to casual,0,,,0.92402065,0.9207033
sst2,224,lexical,"nothing 's at stake , just a twisty double-cross you can smell a mile away -- still , the derivative nine queens is lots of fun . ","nothing 's at risk , just a convoluted double-cross you can detect a mile away -- still , the derivative nine queens is lots of fun .","Nothing is at stake, just a complicated double betrayal that you can detect from miles away - nevertheless, the derivative Nine Queens is very entertaining.","['stake', 'twisty', 'smell']",1,,,0.9746666,0.90915155
sst2,224,syntactic,"nothing 's at stake , just a twisty double-cross you can smell a mile away -- still , the derivative nine queens is lots of fun . ","Despite there being nothing at stake, the derivative nine queens is still lots of fun, just a twisty double-cross you can smell a mile away.","Despite the lack of stakes, the new derivative of nine queens is still very entertaining, just a twisted double game that can be felt from miles away.",Changed from a simple sentence to an inverted construction with an introductory phrase.,1,,,0.93013555,0.8846895
sst2,224,voice,"nothing 's at stake , just a twisty double-cross you can smell a mile away -- still , the derivative nine queens is lots of fun . ","There's nothing at stake, just a twisty double-cross that can be smelled a mile away -- however, the derivative nine queens is lots of fun.","There is nothing at stake, just a devious double game that can be sensed from miles away - however, the Nine Queens derivative is very fun.",active to passive,1,,,0.9417345,0.9074109
sst2,224,formality,"nothing 's at stake , just a twisty double-cross you can smell a mile away -- still , the derivative nine queens is lots of fun . ","There's nothing to lose, just a predictable betrayal you can see coming from far away -- however, the movie Nine Queens is very enjoyable.","There is nothing to lose, just a predictable betrayal that one can see coming from afar - however, the film Nine Queens is very enjoyable.",formal to casual,1,,,0.881212,0.8774706
sst2,141,lexical,the character of zigzag is not sufficiently developed to support a film constructed around him . ,the personality of zigzag is not adequately developed to uphold a movie built around him.,Zigzag's personality is not sufficiently developed to support a film built around him.,"['character', 'sufficiently', 'support', 'constructed']",0,,,0.9485278,0.956019
sst2,141,syntactic,the character of zigzag is not sufficiently developed to support a film constructed around him . ,It is not the case that the character of Zigzag is sufficiently developed to support a film constructed around him.,It is not the case that the character of Zigzag is sufficiently developed to support a film built around him.,Changed from a negative simple sentence to a negative cleft sentence.,0,,,0.9452684,0.9412857
sst2,141,voice,the character of zigzag is not sufficiently developed to support a film constructed around him . ,The film constructed around Zigzag does not have sufficient development of his character.,The film built around Zigzag does not have sufficient development of his character.,passive to active,0,,,0.92893904,0.92365485
sst2,141,formality,the character of zigzag is not sufficiently developed to support a film constructed around him . ,Zigzag's character isn't fleshed out enough to carry a movie centered on him.,The character of Zigzag is not sufficiently developed to carry a film centered on him.,formal to casual,0,,,0.91147596,0.94113594
sst2,521,lexical,"comes off like a rejected abc afterschool special , freshened up by the dunce of a screenwriting 101 class . ","feels like a declined abc afterschool special, improved by the fool of a screenwriting 101 class.","It looks like an ABC declined after school, improved by the madman of a screenwriting 101 class.","['comes off', 'rejected', 'freshened', 'dunce']",0,,,0.92178535,0.89369774
sst2,521,syntactic,"comes off like a rejected abc afterschool special , freshened up by the dunce of a screenwriting 101 class . ",It seems like a rejected abc afterschool special that has been freshened up by the dunce of a screenwriting 101 class.,It seems to be a special ABC after-school reject who was refreshed by the donkey of a screenwriting 101 class.,restructured by adding a relative clause,0,,,0.95948225,0.88912135
sst2,521,voice,"comes off like a rejected abc afterschool special , freshened up by the dunce of a screenwriting 101 class . ","It comes off like a rejected abc afterschool special, freshened up by the dunce of a screenwriting 101 class.","This looks like a special after-school ABC rejected, refreshed by the idiot of a screenwriting 101 class.",active to passive,0,,,0.9733054,0.90260637
sst2,521,formality,"comes off like a rejected abc afterschool special , freshened up by the dunce of a screenwriting 101 class . ","sounds like a rejected ABC after-school special, spruced up by someone who failed screenwriting 101.","This looks like an after-school special ABC rejected, improved by someone who failed screenwriting 101.",casual to formal,0,,,0.9158949,0.89708036
sst2,505,lexical,and that 's a big part of why we go to the movies . ,and that 's a large part of why we go to the movies .,and that is largely why we go to the movies.,"['big', 'large']",1,,,0.9958682,0.95224565
sst2,505,syntactic,and that 's a big part of why we go to the movies . ,Going to the movies is a big part of why we do that.,Going to the movies is a big part of the reason why we do it.,Changed from a coordination structure to a cleft sentence.,1,,,0.94213384,0.9395481
sst2,505,voice,and that 's a big part of why we go to the movies . ,and why we go to the movies is a big part of that.,and why we go to the cinema is a big part of it.,active to passive,1,,,0.9551005,0.9454931
sst2,505,formality,and that 's a big part of why we go to the movies . ,and that is a major reason why we watch movies.,and this is a major reason why we watch movies.,formal to casual,1,,,0.947704,0.9464755
sst2,93,lexical,if steven soderbergh 's ` solaris ' is a failure it is a glorious failure . ,if steven soderbergh 's ` solaris ' is a failure it is a magnificent failure .,"If Steven Soderbergh's ""Solaris"" is a failure, it is a magnificent failure.","['glorious', 'magnificent']",1,,,0.99615824,0.92717844
sst2,93,syntactic,if steven soderbergh 's ` solaris ' is a failure it is a glorious failure . ,It is a glorious failure if Steven Soderbergh's 'Solaris' is a failure.,"It is a glorious failure if Steven Soderbergh's ""Solaris"" is a failure.",moved the conditional clause to the beginning,1,,,0.9155529,0.91438323
sst2,93,voice,if steven soderbergh 's ` solaris ' is a failure it is a glorious failure . ,"If 'Solaris' by Steven Soderbergh is a failure, it is a glorious failure.","If Steven Soderbergh's 'Solaris' is a failure, it is a glorious failure.",active to passive,1,,,0.92435473,0.9303618
sst2,93,formality,if steven soderbergh 's ` solaris ' is a failure it is a glorious failure . ,"If Steven Soderbergh's 'Solaris' is a flop, it's a magnificent flop.","If Steven Soderbergh's film ""Solaris"" is a failure, it is a magnificent failure.",formal to casual,1,,,0.91986454,0.92613244
